id,day,month,year,time,site,treatment,camera,photo number,species,presence,camera card,,notes
9770,20,12,2020,pm,two,0,fl38,12200415.AVI,NA,0,fl38,,
9771,6,12,2020,am,three,0,fl36,12060282.AVI,NA,0,fl36,,
9772,6,12,2020,am,three,0,fl36,12060283.AVI,NA,0,fl36,,
9773,6,12,2020,am,three,0,fl36,12060284.AVI,NA,0,fl36,,
9774,6,12,2020,am,three,0,fl36,12060285.AVI,NA,0,fl36,,
9775,6,12,2020,pm,three,0,fl36,12060286.AVI,NA,0,fl36,,
9776,6,12,2020,pm,three,0,fl36,12060287.AVI,NA,0,fl36,,
9777,7,12,2020,pm,three,0,fl36,12070288.AVI,NA,0,fl36,,
9778,7,12,2020,pm,three,0,fl36,12070289.AVI,NA,0,fl36,,
9779,7,12,2020,pm,three,0,fl36,12070290.AVI,NA,0,fl36,,
9780,7,12,2020,pm,three,0,fl36,12070291.AVI,NA,0,fl36,,
9781,7,12,2020,pm,three,0,fl36,12070292.AVI,NA,0,fl36,,
9782,7,12,2020,pm,three,0,fl36,12070293.AVI,NA,0,fl36,,
9783,7,12,2020,pm,three,0,fl36,12070294.AVI,NA,0,fl36,,
9784,7,12,2020,pm,three,0,fl36,12070295.AVI,NA,0,fl36,,
9785,7,12,2020,pm,three,0,fl36,12070296.AVI,NA,0,fl36,,
9786,7,12,2020,pm,three,0,fl36,12070297.AVI,NA,0,fl36,,
9787,7,12,2020,pm,three,0,fl36,12070298.AVI,NA,0,fl36,,
9788,7,12,2020,pm,three,0,fl36,12070299.AVI,NA,0,fl36,,
9789,7,12,2020,pm,three,0,fl36,12070300.AVI,NA,0,fl36,,
9790,7,12,2020,pm,three,0,fl36,12070301.AVI,NA,0,fl36,,
9791,7,12,2020,pm,three,0,fl36,12070302.AVI,NA,0,fl36,,
9792,7,12,2020,pm,three,0,fl36,12070303.AVI,NA,0,fl36,,
9793,7,12,2020,pm,three,0,fl36,12070304.AVI,NA,0,fl36,,
9794,7,12,2020,pm,three,0,fl36,12070305.AVI,NA,0,fl36,,
9795,8,12,2020,am,three,0,fl36,12080306.AVI,NA,0,fl36,,
9796,8,12,2020,am,three,0,fl36,12080307.AVI,NA,0,fl36,,
9797,8,12,2020,am,three,0,fl36,12080308.AVI,NA,0,fl36,,
9798,8,12,2020,am,three,0,fl36,12080309.AVI,NA,0,fl36,,
9799,8,12,2020,am,three,0,fl36,12080310.AVI,NA,0,fl36,,
9800,8,12,2020,am,three,0,fl36,12080311.AVI,NA,0,fl36,,
9801,8,12,2020,am,three,0,fl36,12080312.AVI,NA,0,fl36,,
9802,8,12,2020,am,three,0,fl36,12080313.AVI,NA,0,fl36,,
9803,8,12,2020,am,three,0,fl36,12080314.AVI,NA,0,fl36,,
9804,8,12,2020,am,three,0,fl36,12080315.AVI,NA,0,fl36,,
9805,8,12,2020,pm,three,0,fl36,12080316.AVI,NA,0,fl36,,
9806,8,12,2020,pm,three,0,fl36,12080317.AVI,NA,0,fl36,,
9807,8,12,2020,pm,three,0,fl36,12080318.AVI,NA,0,fl36,,
9808,8,12,2020,pm,three,0,fl36,12080319.AVI,NA,0,fl36,,
9809,8,12,2020,pm,three,0,fl36,12080320.AVI,NA,0,fl36,,
9810,8,12,2020,pm,three,0,fl36,12080321.AVI,NA,0,fl36,,
9811,8,12,2020,pm,three,0,fl36,12080322.AVI,NA,0,fl36,,
9812,8,12,2020,pm,three,0,fl36,12080323.AVI,NA,0,fl36,,
9813,8,12,2020,pm,three,0,fl36,12080324.AVI,NA,0,fl36,,
9814,8,12,2020,pm,three,0,fl36,12080325.AVI,NA,0,fl36,,
9815,8,12,2020,pm,three,0,fl36,12080326.AVI,NA,0,fl36,,
9816,8,12,2020,pm,three,0,fl36,12080327.AVI,NA,0,fl36,,
9817,8,12,2020,pm,three,0,fl36,12080328.AVI,NA,0,fl36,,
9818,8,12,2020,pm,three,0,fl36,12080329.AVI,NA,0,fl36,,
9819,8,12,2020,pm,three,0,fl36,12080330.AVI,NA,0,fl36,,
9820,8,12,2020,pm,three,0,fl36,12080331.AVI,NA,0,fl36,,
9821,8,12,2020,pm,three,0,fl36,12080332.AVI,NA,0,fl36,,
9822,8,12,2020,pm,three,0,fl36,12080333.AVI,NA,0,fl36,,
9823,8,12,2020,pm,three,0,fl36,12080334.AVI,NA,0,fl36,,
9824,8,12,2020,pm,three,0,fl36,12080335.AVI,NA,0,fl36,,
9825,8,12,2020,pm,three,0,fl36,12080336.AVI,NA,0,fl36,,
9826,9,12,2020,am,three,0,fl36,12090337.AVI,NA,0,fl36,,
9827,9,12,2020,am,three,0,fl36,12090338.AVI,NA,0,fl36,,
9828,9,12,2020,am,three,0,fl36,12090339.AVI,NA,0,fl36,,
9829,9,12,2020,am,three,0,fl36,12090340.AVI,NA,0,fl36,,
9830,9,12,2020,am,three,0,fl36,12090341.AVI,NA,0,fl36,,
9831,9,12,2020,am,three,0,fl36,12090342.AVI,NA,0,fl36,,
9832,9,12,2020,am,three,0,fl36,12090343.AVI,NA,0,fl36,,
9833,9,12,2020,am,three,0,fl36,12090344.AVI,NA,0,fl36,,
9834,9,12,2020,pm,three,0,fl36,12090345.AVI,NA,0,fl36,,
9835,9,12,2020,pm,three,0,fl36,12090346.AVI,NA,0,fl36,,
9836,9,12,2020,pm,three,0,fl36,12090347.AVI,NA,0,fl36,,
9837,9,12,2020,pm,three,0,fl36,12090348.AVI,NA,0,fl36,,
9838,9,12,2020,pm,three,0,fl36,12090349.AVI,NA,0,fl36,,
9839,9,12,2020,pm,three,0,fl36,12090350.AVI,NA,0,fl36,,
9840,9,12,2020,pm,three,0,fl36,12090351.AVI,NA,0,fl36,,
9841,9,12,2020,pm,three,0,fl36,12090352.AVI,NA,0,fl36,,
9842,9,12,2020,pm,three,0,fl36,12090353.AVI,NA,0,fl36,,
9843,9,12,2020,pm,three,0,fl36,12090354.AVI,NA,0,fl36,,
9844,9,12,2020,pm,three,0,fl36,12090355.AVI,NA,0,fl36,,
9845,9,12,2020,pm,three,0,fl36,12090356.AVI,NA,0,fl36,,
9846,9,12,2020,pm,three,0,fl36,12090357.AVI,NA,0,fl36,,
9847,9,12,2020,pm,three,0,fl36,12090358.AVI,NA,0,fl36,,
9848,9,12,2020,pm,three,0,fl36,12090359.AVI,NA,0,fl36,,
9849,9,12,2020,pm,three,0,fl36,12090360.AVI,NA,0,fl36,,
9850,9,12,2020,pm,three,0,fl36,12090361.AVI,NA,0,fl36,,
9851,9,12,2020,pm,three,0,fl36,12090362.AVI,NA,0,fl36,,
9852,9,12,2020,pm,three,0,fl36,12090363.AVI,NA,0,fl36,,
9853,9,12,2020,pm,three,0,fl36,12090364.AVI,NA,0,fl36,,
9854,10,12,2020,am,three,0,fl36,12100365.AVI,NA,0,fl36,,
9855,10,12,2020,am,three,0,fl36,12100366.AVI,NA,0,fl36,,
9856,10,12,2020,pm,three,0,fl36,12100367.AVI,NA,0,fl36,,
9857,10,12,2020,pm,three,0,fl36,12100368.AVI,NA,0,fl36,,
9858,10,12,2020,pm,three,0,fl36,12100369.AVI,NA,0,fl36,,
9859,10,12,2020,pm,three,0,fl36,12100370.AVI,NA,0,fl36,,
9860,10,12,2020,pm,three,0,fl36,12100371.AVI,NA,0,fl36,,
9861,10,12,2020,pm,three,0,fl36,12100372.AVI,NA,0,fl36,,
9862,10,12,2020,pm,three,0,fl36,12100373.AVI,NA,0,fl36,,
9863,10,12,2020,pm,three,0,fl36,12100374.AVI,NA,0,fl36,,
9864,10,12,2020,pm,three,0,fl36,12100375.AVI,NA,0,fl36,,
9865,10,12,2020,pm,three,0,fl36,12100376.AVI,NA,0,fl36,,
9866,10,12,2020,pm,three,0,fl36,12100377.AVI,NA,0,fl36,,
9867,10,12,2020,pm,three,0,fl36,12100378.AVI,NA,0,fl36,,
9868,10,12,2020,pm,three,0,fl36,12100379.AVI,NA,0,fl36,,
9869,11,12,2020,am,three,0,fl36,12110380.AVI,NA,0,fl36,,
9870,11,12,2020,am,three,0,fl36,12110381.AVI,NA,0,fl36,,
9871,11,12,2020,pm,three,0,fl36,12110382.AVI,NA,0,fl36,,
9872,11,12,2020,pm,three,0,fl36,12110383.AVI,NA,0,fl36,,
9873,11,12,2020,pm,three,0,fl36,12110384.AVI,NA,0,fl36,,
9874,11,12,2020,pm,three,0,fl36,12110385.AVI,NA,0,fl36,,
9875,11,12,2020,pm,three,0,fl36,12110386.AVI,NA,0,fl36,,
9876,11,12,2020,pm,three,0,fl36,12110387.AVI,NA,0,fl36,,
9877,11,12,2020,pm,three,0,fl36,12110388.AVI,NA,0,fl36,,
9878,11,12,2020,pm,three,0,fl36,12110389.AVI,NA,0,fl36,,
9879,11,12,2020,pm,three,0,fl36,12110390.AVI,NA,0,fl36,,
9880,11,12,2020,pm,three,0,fl36,12110391.AVI,NA,0,fl36,,
9881,11,12,2020,pm,three,0,fl36,12110392.AVI,NA,0,fl36,,
9882,11,12,2020,pm,three,0,fl36,12110393.AVI,NA,0,fl36,,
9883,11,12,2020,pm,three,0,fl36,12110394.AVI,NA,0,fl36,,
9884,11,12,2020,pm,three,0,fl36,12110395.AVI,NA,0,fl36,,
9885,11,12,2020,pm,three,0,fl36,12110396.AVI,NA,0,fl36,,
9886,11,12,2020,pm,three,0,fl36,12110397.AVI,NA,0,fl36,,
9887,11,12,2020,pm,three,0,fl36,12110398.AVI,NA,0,fl36,,
9888,11,12,2020,pm,three,0,fl36,12110399.AVI,NA,0,fl36,,
9889,11,12,2020,pm,three,0,fl36,12110400.AVI,NA,0,fl36,,
9891,13,12,2020,pm,three,0,fl36,12130402.AVI,NA,0,fl36,,
9892,13,12,2020,pm,three,0,fl36,12130403.AVI,NA,0,fl36,,
9893,13,12,2020,pm,three,0,fl36,12130404.AVI,NA,0,fl36,,
9894,13,12,2020,pm,three,0,fl36,12130405.AVI,NA,0,fl36,,
9895,13,12,2020,pm,three,0,fl36,12130406.AVI,NA,0,fl36,,
9896,13,12,2020,pm,three,0,fl36,12130407.AVI,NA,0,fl36,,
9897,14,12,2020,am,three,0,fl36,12140408.AVI,NA,0,fl36,,
9898,14,12,2020,am,three,0,fl36,12140409.AVI,NA,0,fl36,,
9899,14,12,2020,pm,three,0,fl36,12140410.AVI,NA,0,fl36,,
9900,14,12,2020,pm,three,0,fl36,12140411.AVI,NA,0,fl36,,
9901,14,12,2020,pm,three,0,fl36,12140412.AVI,NA,0,fl36,,
9902,14,12,2020,pm,three,0,fl36,12140413.AVI,NA,0,fl36,,
9903,14,12,2020,pm,three,0,fl36,12140414.AVI,NA,0,fl36,,
9904,14,12,2020,pm,three,0,fl36,12140415.AVI,NA,0,fl36,,
9905,14,12,2020,pm,three,0,fl36,12140416.AVI,NA,0,fl36,,
9906,14,12,2020,pm,three,0,fl36,12140417.AVI,NA,0,fl36,,
9907,14,12,2020,pm,three,0,fl36,12140418.AVI,NA,0,fl36,,
9908,14,12,2020,pm,three,0,fl36,12140419.AVI,NA,0,fl36,,
9909,14,12,2020,pm,three,0,fl36,12140420.AVI,NA,0,fl36,,
9910,14,12,2020,pm,three,0,fl36,12140421.AVI,NA,0,fl36,,
9911,14,12,2020,pm,three,0,fl36,12140422.AVI,NA,0,fl36,,
9912,14,12,2020,pm,three,0,fl36,12140423.AVI,NA,0,fl36,,
9913,14,12,2020,pm,three,0,fl36,12140424.AVI,NA,0,fl36,,
9914,14,12,2020,pm,three,0,fl36,12140425.AVI,NA,0,fl36,,
9915,14,12,2020,pm,three,0,fl36,12140426.AVI,NA,0,fl36,,
9916,15,12,2020,am,three,0,fl36,12150427.AVI,NA,0,fl36,,
9917,15,12,2020,am,three,0,fl36,12150428.AVI,NA,0,fl36,,
9918,15,12,2020,am,three,0,fl36,12150429.AVI,NA,0,fl36,,
9919,15,12,2020,pm,three,0,fl36,12150430.AVI,NA,0,fl36,,
9920,15,12,2020,pm,three,0,fl36,12150431.AVI,NA,0,fl36,,
9921,15,12,2020,pm,three,0,fl36,12150432.AVI,NA,0,fl36,,
9922,15,12,2020,pm,three,0,fl36,12150433.AVI,NA,0,fl36,,
9923,15,12,2020,pm,three,0,fl36,12150434.AVI,NA,0,fl36,,
9924,15,12,2020,pm,three,0,fl36,12150435.AVI,NA,0,fl36,,
9925,15,12,2020,pm,three,0,fl36,12150436.AVI,NA,0,fl36,,
9926,16,12,2020,pm,three,0,fl36,12160437.AVI,NA,0,fl36,,
9927,17,12,2020,pm,three,0,fl36,12170438.AVI,NA,0,fl36,,
9928,17,12,2020,pm,three,0,fl36,12170439.AVI,NA,0,fl36,,
9929,17,12,2020,pm,three,0,fl36,12170440.AVI,NA,0,fl36,,
9930,17,12,2020,pm,three,0,fl36,12170441.AVI,NA,0,fl36,,
9931,17,12,2020,pm,three,0,fl36,12170442.AVI,NA,0,fl36,,
9932,17,12,2020,pm,three,0,fl36,12170443.AVI,NA,0,fl36,,
9933,17,12,2020,pm,three,0,fl36,12170444.AVI,NA,0,fl36,,
9934,17,12,2020,pm,three,0,fl36,12170445.AVI,NA,0,fl36,,
9935,17,12,2020,pm,three,0,fl36,12170446.AVI,NA,0,fl36,,
9936,17,12,2020,pm,three,0,fl36,12170447.AVI,NA,0,fl36,,
9937,18,12,2020,am,three,0,fl36,12180448.AVI,NA,0,fl36,,
9938,18,12,2020,am,three,0,fl36,12180449.AVI,NA,0,fl36,,
9939,18,12,2020,am,three,0,fl36,12180450.AVI,NA,0,fl36,,
9940,18,12,2020,am,three,0,fl36,12180451.AVI,NA,0,fl36,,
9941,18,12,2020,am,three,0,fl36,12180452.AVI,NA,0,fl36,,
9942,18,12,2020,am,three,0,fl36,12180453.AVI,NA,0,fl36,,
9943,18,12,2020,am,three,0,fl36,12180454.AVI,NA,0,fl36,,
9944,18,12,2020,pm,three,0,fl36,12180455.AVI,NA,0,fl36,,
9945,18,12,2020,pm,three,0,fl36,12180456.AVI,NA,0,fl36,,
9946,18,12,2020,pm,three,0,fl36,12180457.AVI,NA,0,fl36,,
9947,18,12,2020,pm,three,0,fl36,12180458.AVI,NA,0,fl36,,
9948,18,12,2020,pm,three,0,fl36,12180459.AVI,NA,0,fl36,,
9949,18,12,2020,pm,three,0,fl36,12180460.AVI,NA,0,fl36,,
9950,18,12,2020,pm,three,0,fl36,12180461.AVI,NA,0,fl36,,
9951,18,12,2020,pm,three,0,fl36,12180462.AVI,NA,0,fl36,,
9952,18,12,2020,pm,three,0,fl36,12180463.AVI,NA,0,fl36,,
9953,18,12,2020,pm,three,0,fl36,12180464.AVI,NA,0,fl36,,
9954,18,12,2020,pm,three,0,fl36,12180465.AVI,NA,0,fl36,,
9955,18,12,2020,pm,three,0,fl36,12180466.AVI,NA,0,fl36,,
9956,18,12,2020,pm,three,0,fl36,12180467.AVI,NA,0,fl36,,
9957,18,12,2020,pm,three,0,fl36,12180468.AVI,NA,0,fl36,,
9958,18,12,2020,pm,three,0,fl36,12180469.AVI,NA,0,fl36,,
9959,18,12,2020,pm,three,0,fl36,12180470.AVI,NA,0,fl36,,
9960,18,12,2020,pm,three,0,fl36,12180471.AVI,NA,0,fl36,,
9961,18,12,2020,pm,three,0,fl36,12180472.AVI,NA,0,fl36,,
9962,18,12,2020,pm,three,0,fl36,12180473.AVI,NA,0,fl36,,
9963,19,12,2020,am,three,0,fl36,12190474.AVI,NA,0,fl36,,
9964,19,12,2020,am,three,0,fl36,12190475.AVI,NA,0,fl36,,
9965,19,12,2020,am,three,0,fl36,12190476.AVI,NA,0,fl36,,
9966,19,12,2020,am,three,0,fl36,12190477.AVI,NA,0,fl36,,
9967,19,12,2020,pm,three,0,fl36,12190478.AVI,NA,0,fl36,,
9968,19,12,2020,pm,three,0,fl36,12190479.AVI,NA,0,fl36,,
9969,19,12,2020,pm,three,0,fl36,12190480.AVI,NA,0,fl36,,
9970,19,12,2020,pm,three,0,fl36,12190481.AVI,NA,0,fl36,,
9971,19,12,2020,pm,three,0,fl36,12190482.AVI,NA,0,fl36,,
9972,19,12,2020,pm,three,0,fl36,12190483.AVI,NA,0,fl36,,
9973,20,12,2020,pm,three,0,fl36,12200484.AVI,NA,0,fl36,,
9974,20,12,2020,pm,three,0,fl36,12200485.AVI,NA,0,fl36,,
9975,20,12,2020,pm,three,0,fl36,12200486.AVI,NA,0,fl36,,
9976,20,12,2020,pm,three,0,fl36,12200487.AVI,NA,0,fl36,,
9977,20,12,2020,pm,three,0,fl36,12200488.AVI,NA,0,fl36,,
9978,20,12,2020,pm,three,0,fl36,12200489.AVI,NA,0,fl36,,
9979,20,12,2020,pm,three,0,fl36,12200490.AVI,NA,0,fl36,,
9980,20,12,2020,pm,three,0,fl36,12200491.AVI,NA,0,fl36,,
9981,20,12,2020,pm,three,0,fl36,12200492.AVI,NA,0,fl36,,
9982,20,12,2020,pm,three,0,fl36,12200493.AVI,NA,0,fl36,,
9983,20,12,2020,pm,three,0,fl36,12200494.AVI,NA,0,fl36,,
9984,6,12,2020,am,three,12,fl30,12060136.AVI,NA,0,fl30,,
9985,6,12,2020,am,three,12,fl30,12060137.AVI,NA,0,fl30,,
9986,6,12,2020,am,three,12,fl30,12060138.AVI,NA,0,fl30,,
9987,6,12,2020,am,three,12,fl30,12060139.AVI,NA,0,fl30,,
9988,6,12,2020,pm,three,12,fl30,12060140.AVI,NA,0,fl30,,
9990,7,12,2020,pm,three,12,fl30,12070142.AVI,NA,0,fl30,,
9991,8,12,2020,am,three,12,fl30,12080143.AVI,NA,0,fl30,,
9992,8,12,2020,am,three,12,fl30,12080144.AVI,NA,0,fl30,,
9993,8,12,2020,am,three,12,fl30,12080145.AVI,NA,0,fl30,,
9994,8,12,2020,am,three,12,fl30,12080146.AVI,NA,0,fl30,,
9995,8,12,2020,am,three,12,fl30,12080147.AVI,NA,0,fl30,,
9996,8,12,2020,am,three,12,fl30,12080148.AVI,NA,0,fl30,,
9997,8,12,2020,am,three,12,fl30,12080149.AVI,NA,0,fl30,,
9998,8,12,2020,am,three,12,fl30,12080150.AVI,NA,0,fl30,,
9999,8,12,2020,am,three,12,fl30,12080151.AVI,NA,0,fl30,,
10000,8,12,2020,am,three,12,fl30,12080152.AVI,NA,0,fl30,,
10001,9,12,2020,am,three,12,fl30,12090153.AVI,NA,0,fl30,,
10002,9,12,2020,am,three,12,fl30,12090154.AVI,NA,0,fl30,,
10003,9,12,2020,am,three,12,fl30,12090155.AVI,NA,0,fl30,,
10004,9,12,2020,am,three,12,fl30,12090156.AVI,NA,0,fl30,,
10005,9,12,2020,am,three,12,fl30,12090157.AVI,NA,0,fl30,,
10006,9,12,2020,am,three,12,fl30,12090158.AVI,NA,0,fl30,,
10007,10,12,2020,am,three,12,fl30,12100159.AVI,NA,0,fl30,,
10009,11,12,2020,am,three,12,fl30,12110161.AVI,NA,0,fl30,,
10010,11,12,2020,am,three,12,fl30,12110162.AVI,NA,0,fl30,,
10011,11,12,2020,am,three,12,fl30,12110163.AVI,NA,0,fl30,,
10012,11,12,2020,am,three,12,fl30,12110164.AVI,NA,0,fl30,,
10013,11,12,2020,pm,three,12,fl30,12110165.AVI,NA,0,fl30,,
10014,11,12,2020,pm,three,12,fl30,12110166.AVI,NA,0,fl30,,
10015,12,12,2020,pm,three,12,fl30,12120167.AVI,NA,0,fl30,,
10016,13,12,2020,am,three,12,fl30,12130168.AVI,NA,0,fl30,,
10017,13,12,2020,pm,three,12,fl30,12130169.AVI,NA,0,fl30,,
10018,15,12,2020,am,three,12,fl30,12150170.AVI,NA,0,fl30,,
10019,15,12,2020,am,three,12,fl30,12150171.AVI,NA,0,fl30,,
10020,15,12,2020,am,three,12,fl30,12150172.AVI,NA,0,fl30,,
10021,15,12,2020,am,three,12,fl30,12150173.AVI,NA,0,fl30,,
10022,15,12,2020,am,three,12,fl30,12150174.AVI,NA,0,fl30,,
10023,15,12,2020,am,three,12,fl30,12150175.AVI,NA,0,fl30,,
10024,17,12,2020,pm,three,12,fl30,12170176.AVI,NA,0,fl30,,
10025,18,12,2020,am,three,12,fl30,12180177.AVI,NA,0,fl30,,
10026,18,12,2020,am,three,12,fl30,12180178.AVI,NA,0,fl30,,
10027,18,12,2020,am,three,12,fl30,12180179.AVI,NA,0,fl30,,
10028,18,12,2020,am,three,12,fl30,12180180.AVI,NA,0,fl30,,
10029,18,12,2020,am,three,12,fl30,12180181.AVI,NA,0,fl30,,
10030,18,12,2020,am,three,12,fl30,12180182.AVI,NA,0,fl30,,
10031,18,12,2020,am,three,12,fl30,12180183.AVI,NA,0,fl30,,
10032,18,12,2020,am,three,12,fl30,12180184.AVI,NA,0,fl30,,
10033,18,12,2020,am,three,12,fl30,12180185.AVI,NA,0,fl30,,
10034,18,12,2020,am,three,12,fl30,12180186.AVI,NA,0,fl30,,
10035,18,12,2020,pm,three,12,fl30,12180187.AVI,NA,0,fl30,,
10036,18,12,2020,pm,three,12,fl30,12180188.AVI,NA,0,fl30,,
10037,18,12,2020,pm,three,12,fl30,12180189.AVI,NA,0,fl30,,
10038,18,12,2020,pm,three,12,fl30,12180190.AVI,NA,0,fl30,,
10039,19,12,2020,am,three,12,fl30,12190191.AVI,NA,0,fl30,,
10040,19,12,2020,am,three,12,fl30,12190192.AVI,NA,0,fl30,,
10041,19,12,2020,am,three,12,fl30,12190193.AVI,NA,0,fl30,,
10042,19,12,2020,am,three,12,fl30,12190194.AVI,NA,0,fl30,,
10043,19,12,2020,am,three,12,fl30,12190195.AVI,NA,0,fl30,,
10044,19,12,2020,am,three,12,fl30,12190196.AVI,NA,0,fl30,,
10045,19,12,2020,am,three,12,fl30,12190197.AVI,NA,0,fl30,,
10046,19,12,2020,am,three,12,fl30,12190198.AVI,NA,0,fl30,,
10047,19,12,2020,pm,three,12,fl30,12190199.AVI,NA,0,fl30,,
10048,20,12,2020,pm,three,12,fl30,12200200.AVI,NA,0,fl30,,
10049,20,12,2020,pm,three,12,fl30,12200201.AVI,NA,0,fl30,,
10050,20,12,2020,pm,three,12,fl30,12200202.AVI,NA,0,fl30,,
10051,6,12,2020,am,three,8,fl35,12060242.AVI,NA,0,fl35,,
10052,6,12,2020,am,three,8,fl35,12060243.AVI,NA,0,fl35,,
10053,6,12,2020,pm,three,8,fl35,12060244.AVI,NA,0,fl35,,
10054,6,12,2020,pm,three,8,fl35,12060245.AVI,NA,0,fl35,,
10055,6,12,2020,pm,three,8,fl35,12060246.AVI,NA,0,fl35,,sedge wren?
10057,7,12,2020,pm,three,8,fl35,12070248.AVI,NA,0,fl35,,
10058,7,12,2020,pm,three,8,fl35,12070249.AVI,NA,0,fl35,,
10059,7,12,2020,pm,three,8,fl35,12070250.AVI,NA,0,fl35,,
10060,7,12,2020,pm,three,8,fl35,12070251.AVI,NA,0,fl35,,
10061,7,12,2020,pm,three,8,fl35,12070252.AVI,NA,0,fl35,,
10062,7,12,2020,pm,three,8,fl35,12070253.AVI,NA,0,fl35,,
10063,7,12,2020,pm,three,8,fl35,12070254.AVI,NA,0,fl35,,
10064,7,12,2020,pm,three,8,fl35,12070255.AVI,NA,0,fl35,,
10065,7,12,2020,pm,three,8,fl35,12070256.AVI,NA,0,fl35,,
10066,7,12,2020,pm,three,8,fl35,12070257.AVI,NA,0,fl35,,
10067,7,12,2020,pm,three,8,fl35,12070258.AVI,NA,0,fl35,,
10068,7,12,2020,pm,three,8,fl35,12070259.AVI,NA,0,fl35,,
10069,7,12,2020,pm,three,8,fl35,12070260.AVI,NA,0,fl35,,
10070,7,12,2020,pm,three,8,fl35,12070261.AVI,NA,0,fl35,,
10071,7,12,2020,pm,three,8,fl35,12070262.AVI,NA,0,fl35,,
10072,7,12,2020,pm,three,8,fl35,12070263.AVI,NA,0,fl35,,
10073,7,12,2020,pm,three,8,fl35,12070264.AVI,NA,0,fl35,,
10074,7,12,2020,pm,three,8,fl35,12070265.AVI,NA,0,fl35,,
10075,7,12,2020,pm,three,8,fl35,12070266.AVI,NA,0,fl35,,
10076,7,12,2020,pm,three,8,fl35,12070267.AVI,NA,0,fl35,,
10077,7,12,2020,pm,three,8,fl35,12070268.AVI,NA,0,fl35,,
10078,8,12,2020,am,three,8,fl35,12080269.AVI,NA,0,fl35,,
10079,8,12,2020,am,three,8,fl35,12080270.AVI,NA,0,fl35,,
10080,8,12,2020,am,three,8,fl35,12080271.AVI,NA,0,fl35,,
10081,8,12,2020,am,three,8,fl35,12080272.AVI,NA,0,fl35,,
10082,8,12,2020,am,three,8,fl35,12080273.AVI,NA,0,fl35,,
10083,8,12,2020,am,three,8,fl35,12080274.AVI,NA,0,fl35,,
10084,8,12,2020,pm,three,8,fl35,12080275.AVI,NA,0,fl35,,
10085,8,12,2020,pm,three,8,fl35,12080276.AVI,NA,0,fl35,,
10086,8,12,2020,pm,three,8,fl35,12080277.AVI,NA,0,fl35,,
10087,8,12,2020,pm,three,8,fl35,12080278.AVI,NA,0,fl35,,
10089,8,12,2020,pm,three,8,fl35,12080280.AVI,NA,0,fl35,,same bird as in previous video
10090,8,12,2020,pm,three,8,fl35,12080281.AVI,NA,0,fl35,,
10091,8,12,2020,pm,three,8,fl35,12080282.AVI,NA,0,fl35,,
10092,8,12,2020,pm,three,8,fl35,12080283.AVI,NA,0,fl35,,
10093,8,12,2020,pm,three,8,fl35,12080284.AVI,NA,0,fl35,,ALL SPARROWS MARKED AS CHIPPING SPARROW FROM HERE ON
10094,8,12,2020,pm,three,8,fl35,12080285.AVI,NA,0,fl35,,
10095,8,12,2020,pm,three,8,fl35,12080286.AVI,NA,0,fl35,,
10096,8,12,2020,pm,three,8,fl35,12080287.AVI,NA,0,fl35,,
10097,8,12,2020,pm,three,8,fl35,12080288.AVI,NA,0,fl35,,
10098,8,12,2020,pm,three,8,fl35,12080289.AVI,NA,0,fl35,,
10099,8,12,2020,pm,three,8,fl35,12080290.AVI,NA,0,fl35,,
10100,9,12,2020,am,three,8,fl35,12090291.AVI,NA,0,fl35,,
10101,9,12,2020,am,three,8,fl35,12090292.AVI,NA,0,fl35,,
10102,9,12,2020,am,three,8,fl35,12090293.AVI,NA,0,fl35,,
10103,9,12,2020,am,three,8,fl35,12090294.AVI,NA,0,fl35,,
10104,9,12,2020,am,three,8,fl35,12090295.AVI,NA,0,fl35,,
10105,9,12,2020,am,three,8,fl35,12090296.AVI,NA,0,fl35,,
10106,9,12,2020,pm,three,8,fl35,12090297.AVI,NA,0,fl35,,
10107,9,12,2020,pm,three,8,fl35,12090298.AVI,NA,0,fl35,,
10108,9,12,2020,pm,three,8,fl35,12090299.AVI,NA,0,fl35,,
10109,9,12,2020,pm,three,8,fl35,12090300.AVI,NA,0,fl35,,
10110,9,12,2020,pm,three,8,fl35,12090301.AVI,NA,0,fl35,,
10111,9,12,2020,pm,three,8,fl35,12090302.AVI,NA,0,fl35,,
10112,9,12,2020,pm,three,8,fl35,12090303.AVI,NA,0,fl35,,
10113,9,12,2020,pm,three,8,fl35,12090304.AVI,NA,0,fl35,,
10114,9,12,2020,pm,three,8,fl35,12090305.AVI,NA,0,fl35,,
10115,9,12,2020,pm,three,8,fl35,12090306.AVI,NA,0,fl35,,
10116,9,12,2020,pm,three,8,fl35,12090307.AVI,NA,0,fl35,,
10117,9,12,2020,pm,three,8,fl35,12090308.AVI,NA,0,fl35,,
10118,9,12,2020,pm,three,8,fl35,12090309.AVI,NA,0,fl35,,
10119,9,12,2020,pm,three,8,fl35,12090310.AVI,NA,0,fl35,,
10120,9,12,2020,pm,three,8,fl35,12090311.AVI,NA,0,fl35,,
10121,9,12,2020,pm,three,8,fl35,12090312.AVI,NA,0,fl35,,
10122,9,12,2020,pm,three,8,fl35,12090313.AVI,NA,0,fl35,,
10123,10,12,2020,am,three,8,fl35,12100314.AVI,NA,0,fl35,,
10124,10,12,2020,am,three,8,fl35,12100315.AVI,NA,0,fl35,,
